GB	GBold
GB49766	NULL
GB49767	GB17097
GB49768	GB11187
GB49769	GB17707
GB49770	NULL
GB49771	GB16818
GB49772	NULL
GB49773	GB12289
GB49774	NULL
GB49775	GB10339
GB49776	GB17388
GB49777	GB19769
GB49778	GB11991
GB49779	GB20035
GB49780	GB15367
GB49781	NULL
GB49783	NULL
GB49784	GB12374
GB49785	GB16377
GB49786	GB14455
GB49787	GB14455
GB49788	GB14455
GB49789	GB14023
GB49790	NULL
GB49791	NULL
GB49792	NULL
GB49793	NULL
GB49794	NULL
GB49795	GB19250
GB49796	NULL
GB49797	NULL
GB49798	NULL
GB49799	GB12798
GB49800	NULL
GB49801	GB12081
GB49802	NULL
GB49803	GB16458
GB49804	GB11268
GB49805	NULL
GB49806	GB12429
GB49807	GB15751
GB49808	NULL
GB49809	GB15917
GB49810	GB11512
GB49811	NULL
GB49812	GB11710
GB49813	GB17487
GB49818	NULL
GB49819	NULL
GB49820	NULL
GB49823	GB18584
GB49825	NULL
GB49826	GB16016
GB49827	GB12909
GB49828	GB12416
GB49829	GB12873
GB49830	GB11543
GB49831	GB12174
GB49832	NULL
GB49833	NULL
GB49834	NULL
GB49835	NULL
GB49836	NULL
GB49837	GB19471
GB49838	GB19947
GB49839	GB14826
GB49840	NULL
GB49841	GB17743
GB49842	NULL
GB49843	GB13740
GB49844	GB17026
GB49845	GB17253
GB49846	NULL
GB49848	NULL
GB49849	GB13538
GB49850	NULL
GB49851	NULL
GB49852	GB13681
GB49853	GB14048
GB49854	GB18312
GB49855	NULL
GB49856	NULL
GB49857	NULL
GB49858	NULL
GB49859	GB12069
GB49860	NULL
GB49861	NULL
GB49862	GB10210
GB49863	NULL
GB49864	NULL
GB49865	GB10395
GB49866	GB19780
GB49867	NULL
GB49868	NULL
GB49869	GB16245
GB49870	GB11391
GB49871	GB18233
GB49872	GB17673
GB49873	GB17673
GB49874	NULL
GB49875	NULL
GB49876	GB11027
GB49877	GB11754
GB49878	NULL
GB49879	GB17134
GB49881	NULL
GB49882	GB15328
GB49883	GB12366
GB49884	GB17965
GB49885	GB15793
GB49886	GB19197
GB49887	GB15681
GB49888	GB12136
GB49889	NULL
GB49890	GB17434
GB49891	NULL
GB49892	GB10668
GB49894	GB18052
GB49895	GB10132
GB49896	GB18398
GB49897	GB19554
GB49899	GB14459
GB49900	GB14459
GB49901	GB18696
GB49902	GB12895
GB49903	GB15918
GB49904	GB13884
GB49905	NULL
GB49906	GB18394
GB49907	GB18394
GB49908	GB18394
GB49909	GB19389
GB49911	GB11037
GB49912	GB12518
GB49913	NULL
GB49914	GB16145
GB49915	GB19424
GB49916	NULL
GB49917	NULL
GB49918	GB17106
GB49919	GB13655
GB49920	GB13598
GB49921	GB13598
GB49922	NULL
GB49923	NULL
GB49924	NULL
GB49925	NULL
GB49926	NULL
GB49927	GB14801
GB49928	GB12252
GB49929	GB11202
GB49930	GB15994
GB49931	GB18038
GB49932	GB18038
GB49933	NULL
GB49934	GB10835
GB49935	GB13828
GB49936	GB13828
GB49937	GB13058
GB49938	NULL
GB49939	GB12902
GB49940	NULL
GB49941	GB19737
GB49942	GB19782
GB49943	GB13888
GB49944	GB10611
GB49945	GB12410
GB49946	GB10943
GB49947	GB18950
GB49948	GB15602
GB49949	GB17303
GB49951	GB19194
GB49952	GB19194
GB49953	GB14079
GB49954	GB13699
GB49955	GB13699
GB49956	GB17281
GB49957	GB18723
GB49958	NULL
GB49959	GB11863
GB49960	GB10908
GB49961	GB14472
GB49962	GB11353
GB49963	GB16298
GB49965	GB14452
GB49966	GB14452
GB49967	GB17291
GB49968	GB17291
GB49969	GB18478
GB49970	GB15255
GB49971	GB18532
GB49972	NULL
GB49973	GB18532
GB49974	GB15565
GB49975	GB11597
GB49976	NULL
GB49977	GB16616
GB49979	GB16616
GB49981	NULL
GB49982	NULL
GB49983	NULL
GB49984	GB11720
GB49985	GB13192
GB49986	GB11155
GB49987	GB12296
GB49988	NULL
GB49989	NULL
GB49990	GB15113
GB49991	GB15113
GB49992	GB12478
GB49993	GB13601
GB49994	GB13731
GB49995	GB15675
GB49996	GB15675
GB49997	NULL
GB49998	GB19251
GB49999	NULL
GB50000	GB15963
GB50001	NULL
GB50003	GB13781
GB50004	GB19544
GB50005	GB13615
GB50006	NULL
GB50007	NULL
GB50008	GB19742
GB50009	GB19742
GB50010	GB15745
GB50011	GB15745
GB50012	NULL
GB50013	GB18767
GB50014	GB15999
GB50015	NULL
GB50016	GB15370
GB50017	GB17902
GB50018	GB17712
GB50019	GB18923
GB50020	GB18923
GB50021	GB17848
GB50022	GB11039
GB50023	GB20126
GB50024	GB17820
GB50025	NULL
GB50026	NULL
GB50027	GB11588
GB50028	NULL
GB50029	NULL
GB50030	GB13751
GB50031	GB16205
GB50032	GB16305
GB50033	NULL
GB50034	NULL
GB50035	NULL
GB50036	NULL
GB50037	GB12053
GB50038	GB10667
GB50039	GB11359
GB50040	NULL
GB50041	NULL
GB50042	GB14056
GB50043	GB12514
GB50044	GB10329
GB50045	GB13972
GB50046	NULL
GB50047	GB17328
GB50048	GB17328
GB50049	NULL
GB50050	GB17719
GB50051	GB18421
GB50052	NULL
GB50053	GB11742
GB50054	NULL
GB50055	NULL
GB50056	NULL
GB50057	NULL
GB50058	NULL
GB50059	NULL
GB50060	GB18436
GB50061	GB13189
GB50062	NULL
GB50063	GB17076
GB50064	GB12095
GB50065	NULL
GB50066	NULL
GB50067	NULL
GB50068	NULL
GB50069	GB14310
GB50070	NULL
GB50071	GB18981
GB50072	NULL
GB50073	NULL
GB50074	GB18763
GB50075	GB16685
GB50076	GB13559
GB50077	GB16400
GB50078	GB16400
GB50079	GB12820
GB50080	NULL
GB50081	NULL
GB50082	NULL
GB50083	GB18894
GB50084	NULL
GB50085	NULL
GB50086	NULL
GB50087	GB18315
GB50088	NULL
GB50089	NULL
GB50090	GB13577
GB50091	GB15421
GB50092	NULL
GB50093	GB20115
GB50094	GB16580
GB50095	GB12671
GB50096	NULL
GB50097	GB11006
GB50098	GB16006
GB50099	GB15581
GB50100	GB10405
GB50101	GB15676
GB50102	GB12412
GB50103	GB13010
GB50104	GB13143
GB50105	GB11240
GB50106	GB16678
GB50107	GB12911
GB50108	GB10052
GB50109	GB10052
GB50110	GB14238
GB50111	GB14238
GB50112	GB14238
GB50113	GB14238
GB50114	GB10147
GB50115	GB10134
GB50116	GB11140
GB50117	NULL
GB50118	GB17579
GB50119	NULL
GB50120	NULL
GB50121	GB15018
GB50123	GB19501
GB50124	NULL
GB50125	GB11555
GB50126	GB12155
GB50127	GB12155
GB50128	GB13964
GB50129	GB14501
GB50130	GB15973
GB50131	GB18772
GB50132	GB10096
GB50133	GB16758
GB50135	GB12545
GB50136	GB17541
GB50137	NULL
GB50138	NULL
GB50140	NULL
GB50141	GB19898
GB50142	GB12268
GB50143	NULL
GB50144	GB16372
GB50145	GB15244
GB50146	GB13175
GB50147	GB19035
GB50148	GB19035
GB50149	NULL
GB50150	GB16483
GB50151	GB13938
GB50152	NULL
GB50153	NULL
GB50154	GB17921
GB50155	GB17921
GB50156	GB12672
GB50157	GB15734
GB50158	GB15503
GB50159	GB17254
GB50160	GB19847
GB50161	NULL
GB50162	NULL
GB50163	NULL
GB50164	GB15640
GB50166	NULL
GB50167	GB13875
GB50168	NULL
GB50170	NULL
GB50171	NULL
GB50172	GB13064
GB50173	GB14333
GB50174	GB18138
GB50175	GB18138
GB50177	GB17484
GB50178	GB15789
GB50179	GB16549
GB50180	GB12128
GB50181	GB10490
GB50182	NULL
GB50183	GB18578
GB50184	GB15808
GB50185	NULL
GB50186	NULL
GB50187	NULL
GB50188	GB11262
GB50189	GB11262
GB50190	GB15257
GB50191	GB13107
GB50192	NULL
GB50193	GB10720
GB50194	GB19762
GB50195	NULL
GB50196	GB19657
GB50197	GB11549
GB50198	GB16086
GB50199	NULL
GB50200	NULL
GB50202	NULL
GB50203	NULL
GB50204	GB13124
GB50206	NULL
GB50207	NULL
GB50208	GB17123
GB50209	GB17848
GB50210	NULL
GB50211	GB16449
GB50212	GB16449
GB50213	GB18693
GB50214	GB11838
GB50215	GB17902
GB50216	GB12683
GB50217	GB15171
GB50218	GB12326
GB50219	GB17989
GB50220	GB17989
GB50221	GB11590
GB50222	NULL
GB50223	NULL
GB50224	GB11625
GB50225	GB19239
GB50226	GB19745
GB50227	NULL
GB50228	GB13542
GB50229	NULL
GB50230	GB18948
GB50231	GB16341
GB50232	GB10457
GB50233	NULL
GB50234	GB17635
GB50235	GB17635
GB50236	GB10628
GB50237	GB13902
GB50238	GB10009
GB50239	GB11251
GB50241	NULL
GB50242	GB16189
GB50243	GB17738
GB50244	GB11155
GB50245	GB10078
GB50246	GB13021
GB50247	NULL
GB50248	NULL
GB50249	NULL
GB50250	GB11589
GB50251	NULL
GB50252	GB19208
GB50253	GB19208
GB50254	NULL
GB50255	GB20050
GB50256	NULL
GB50257	GB16488
GB50258	NULL
GB50259	NULL
GB50261	GB14112
GB50262	GB14272
GB50264	NULL
GB50265	GB18045
GB50266	NULL
GB50267	NULL
GB50268	NULL
GB50269	GB10416
GB50270	GB17146
GB50271	NULL
GB50272	GB13821
GB50273	NULL
GB50274	GB20017
GB50275	GB19225
GB50276	GB13132
GB50277	NULL
GB50278	NULL
GB50280	GB18432
GB50281	GB11903
GB50282	NULL
GB50283	NULL
GB50284	GB13886
GB50286	GB10332
GB50287	GB14124
GB50288	NULL
GB50289	GB10148
GB50290	GB15254
GB50291	GB11099
GB50292	NULL
GB50293	NULL
GB50294	NULL
GB50295	NULL
GB50296	GB17668
GB50297	GB17980
GB50298	GB18539
GB50299	GB15630
GB50300	NULL
GB50301	NULL
GB50302	GB16757
GB50303	GB13969
GB50304	GB11651
GB50305	GB11651
GB50310	NULL
GB50312	NULL
GB50313	GB15413
GB50314	GB11588
GB50315	NULL
GB50321	GB14631
GB50322	GB13774
GB50323	NULL
GB50324	GB13069
GB50330	NULL
GB50331	GB14035
GB50332	GB15530
GB50333	GB18619
GB50334	NULL
GB50335	GB12164
GB50336	NULL
GB50337	GB11020
GB50338	GB19673
GB50339	NULL
GB50340	GB17669
GB50341	GB12355
GB50342	GB12355
GB50343	GB17973
GB50344	GB14943
GB50345	GB13704
GB50346	GB17287
GB50347	GB10300
GB50348	GB18667
GB50349	NULL
GB50350	GB12406
GB50351	GB19965
GB50352	GB19965
GB50353	GB17287
GB50354	GB17287
GB50355	GB14554
GB50356	GB17108
GB50357	GB19359
GB50359	GB17882
GB50360	GB10886
GB50361	GB10886
GB50362	GB12355
GB50363	NULL
GB50364	GB18149
GB50365	GB17669
GB50366	GB14161
GB50367	GB16608
GB50368	GB19019
GB50369	GB19019
GB50370	GB15744
GB50371	GB17156
GB50372	GB16094
GB50373	GB14809
GB50374	NULL
GB50375	GB12594
GB50376	NULL
GB50377	GB13787
GB50378	GB16690
GB50379	NULL
GB50380	NULL
GB50381	NULL
GB50382	NULL
GB50383	NULL
GB50384	NULL
GB50385	GB19687
GB50386	NULL
GB50387	GB16690
GB50388	GB16690
GB50389	NULL
GB50390	GB11077
GB50392	GB10090
GB50393	NULL
GB50394	NULL
GB50395	NULL
GB50396	GB20093
GB50397	GB20093
GB50398	NULL
GB50399	NULL
GB50400	NULL
GB50401	NULL
GB50402	GB10119
GB50403	NULL
GB50404	NULL
GB50405	NULL
GB50406	NULL
GB50407	NULL
GB50408	NULL
GB50409	GB11796
GB50411	GB19187
GB50412	NULL
GB50413	NULL
GB50414	GB16322
GB50415	GB16799
GB50416	GB16799
GB50417	GB16799
GB50418	GB18520
GB50419	NULL
GB50420	NULL
GB50421	GB16561
GB50423	GB10708
GB50424	NULL
GB50425	GB11420
GB50426	NULL
GB50427	NULL
GB50428	NULL
GB50429	NULL
GB50430	GB14215
GB50431	GB14215
GB50432	GB14215
GB50433	GB14215
GB50434	GB14741
GB50435	GB10268
GB50436	GB20053
GB50438	GB30200
GB50439	GB14149
GB50440	NULL
GB50441	GB10965
GB50442	NULL
GB50443	GB11650
GB50444	NULL
GB50445	GB19613
GB50446	GB16697
GB50447	GB16697
GB50448	NULL
GB50449	NULL
GB50450	GB15144
GB50451	GB11430
GB50452	NULL
GB50453	GB16692
GB50454	GB12830
GB50455	GB18249
GB50457	GB11113
GB50458	NULL
GB50459	GB13206
GB50460	GB13901
GB50461	NULL
GB50462	NULL
GB50463	NULL
GB50464	NULL
GB50465	NULL
GB50466	NULL
GB50467	NULL
GB50468	NULL
GB50469	NULL
GB50470	GB15414
GB50471	GB13557
GB50472	GB13557
GB50473	GB10079
GB50474	GB18997
GB50475	GB14468
GB50477	NULL
GB50478	GB16670
GB50479	NULL
GB50480	GB17861
GB50481	NULL
GB50482	GB12538
GB50483	NULL
GB50484	NULL
GB50486	NULL
GB50487	NULL
GB50488	NULL
GB50489	NULL
GB50490	NULL
GB50491	GB10785
GB50492	NULL
GB50493	GB10680
GB50494	NULL
GB50495	GB10680
GB50496	NULL
GB50497	GB15687
GB50498	NULL
GB50501	GB10008
GB50505	GB16675
GB50506	GB16675
GB50507	GB12883
GB50508	GB14645
GB50509	GB13979
GB50510	GB13349
GB50511	GB17468
GB50512	NULL
GB50513	GB17531
GB50514	GB14398
GB50515	GB10443
GB50516	GB20101
GB50518	NULL
GB50519	GB14499
GB50520	NULL
GB50521	GB15070
GB50522	NULL
GB50523	GB12253
GB50524	GB17685
GB50525	GB14949
GB50526	GB11610
GB50527	GB19499
GB50528	NULL
GB50529	NULL
GB50530	NULL
GB50531	GB18454
GB50532	GB16259
GB50533	NULL
GB50534	NULL
GB50535	GB16498
GB50536	GB16498
GB50537	GB15246
GB50538	GB13579
GB50539	NULL
GB50540	GB19858
GB50541	NULL
GB50542	NULL
GB50543	NULL
GB50544	NULL
GB50545	NULL
GB50546	NULL
GB50547	GB15761
GB50548	GB15761
GB50549	NULL
GB50550	NULL
GB50551	NULL
GB50552	GB13711
GB50553	GB16090
GB50554	GB14429
GB50555	GB10972
GB50557	NULL
GB50558	GB14941
GB50559	NULL
GB50560	NULL
GB50561	GB15845
GB50562	GB19141
GB50563	NULL
GB50564	GB19629
GB50565	GB13419
GB50566	GB10057
GB50567	GB19626
GB50568	NULL
GB50569	NULL
GB50570	GB18845
GB50571	NULL
GB50572	GB19255
GB50573	GB14511
GB50574	GB12772
GB50575	GB12772
GB50576	NULL
GB50577	GB16817
GB50578	GB16900
GB50579	GB16804
GB50580	GB15865
GB50581	NULL
GB50583	NULL
GB50584	NULL
GB50585	NULL
GB50586	GB12253
GB50587	GB19240
GB50588	NULL
GB50589	GB15088
GB50590	NULL
GB50591	NULL
GB50592	NULL
GB50593	GB18008
GB50594	GB16684
GB50595	GB19030
GB50596	GB16684
GB50597	GB16684
GB50598	GB18109
GB50599	GB12731
GB50600	GB12731
GB50601	GB12090
GB50602	GB14862
GB50603	GB13216
GB50604	GB18160
GB50605	GB16039
GB50606	GB16039
GB50607	GB12067
GB50608	GB19503
GB50609	GB19503
GB50610	NULL
GB50611	NULL
GB50612	NULL
GB50613	NULL
GB50615	GB10201
GB50617	NULL
GB50618	NULL
GB50619	NULL
GB50620	GB12544
GB50621	GB14614
GB50622	GB10006
GB50623	NULL
GB50624	NULL
GB50625	NULL
GB50626	GB17393
GB50627	GB11412
GB50628	GB12220
GB50629	GB18264
GB50630	GB14667
GB50631	GB14925
GB50633	GB18902
GB50634	GB19167
GB50635	GB11911
GB50636	NULL
GB50637	GB11242
GB50638	GB13696
GB50640	GB15719
GB50641	GB14626
GB50642	GB13550
GB50643	GB13550
GB50644	NULL
GB50646	NULL
GB50647	NULL
GB50648	GB19719
GB50649	NULL
GB50650	GB14309
GB50651	GB14512
GB50652	GB10587
GB50653	NULL
GB50654	NULL
GB50655	GB19875
GB50656	NULL
GB50657	GB17839
GB50658	GB14053
GB50660	GB17501
GB50661	GB17688
GB50662	GB15055
GB50663	GB18647
GB50664	NULL
GB50665	NULL
GB50666	NULL
GB50667	NULL
GB50668	NULL
GB50669	GB20131
GB50670	NULL
GB50671	GB20131
GB50672	GB10792
GB50673	NULL
GB50674	GB19111
GB50675	GB19111
GB50676	NULL
GB50677	GB19886
GB50678	GB12847
GB50679	GB19551
GB50680	GB10637
GB50681	GB19103
GB50683	GB19103
GB50684	NULL
GB50685	NULL
GB50686	GB19937
GB50687	NULL
GB50688	GB18287
GB50689	GB18964
GB50690	GB15908
GB50691	GB15908
GB50692	GB14512
GB50693	GB16364
GB50694	GB18189
GB50695	GB15401
GB50697	NULL
GB50699	NULL
GB50700	GB11007
GB50701	GB19290
GB50702	GB10025
GB50703	NULL
GB50704	GB15158
GB50705	GB15479
GB50707	NULL
GB50715	GB19707
GB50717	NULL
GB50718	GB13703
GB50719	NULL
GB50720	NULL
GB50721	NULL
GB50722	GB17774
GB50723	GB13072
GB50724	GB11296
GB50725	GB17442
GB50726	GB17442
GB50727	GB15399
GB50728	GB11758
GB50729	GB15417
GB50730	GB10836
GB50731	NULL
GB50732	GB12684
GB50733	NULL
GB50734	GB17969
GB50735	NULL
GB50736	NULL
GB50737	NULL
GB50738	GB12694
GB50739	GB12694
GB50740	NULL
GB50741	GB13340
GB50742	GB13340
GB50743	GB12063
GB50744	GB13081
GB50745	NULL
GB50746	GB13719
GB50747	GB19448
GB50748	NULL
GB50749	GB18247
GB50750	GB17619
GB50751	GB16130
GB50753	GB18610
GB50754	NULL
GB50755	NULL
GB50756	GB17057
GB50757	NULL
GB50758	NULL
GB50759	NULL
GB50760	NULL
GB50761	GB19846
GB50762	NULL
GB50763	GB11767
GB50764	GB15695
GB50766	NULL
GB50767	NULL
GB50768	NULL
GB50769	GB15965
GB50770	NULL
GB50771	NULL
GB50772	NULL
GB50773	NULL
GB50775	NULL
GB50776	NULL
GB50777	NULL
GB50778	GB18791
GB50779	GB17059
GB50780	GB14505
GB50781	NULL
GB50782	NULL
GB50783	GB14505
GB50784	GB19727
GB50785	GB18279
GB50786	NULL
GB50787	GB18279
GB50788	NULL
GB50789	GB18279
GB50790	NULL
GB50791	NULL
GB50792	NULL
GB50793	NULL
GB50794	NULL
GB50795	GB17109
GB50796	GB19089
GB50798	NULL
GB50799	NULL
GB50800	GB12833
GB50801	GB17381
GB50802	GB13844
GB50803	GB13844
GB50804	NULL
GB50805	GB14507
GB50806	GB16385
GB50807	NULL
GB50808	GB15915
GB50809	GB12984
GB50810	GB10297
GB50811	GB10297
GB50812	NULL
GB50813	GB13906
GB50814	GB13906
GB50815	GB12738
GB50816	GB13134
GB50817	GB13134
GB50819	GB14773
GB50820	NULL
GB50821	NULL
GB50822	GB19505
GB50823	GB16773
GB50824	GB16773
GB50825	NULL
GB50826	NULL
GB50827	GB13093
GB50828	GB13093
GB50829	GB16666
GB50830	NULL
GB50831	GB15937
GB50832	GB18402
GB50833	GB17422
GB50834	GB14652
GB50835	NULL
GB50836	NULL
GB50837	NULL
GB50838	NULL
GB50839	NULL
GB50840	GB11041
GB50841	GB10557
GB50843	NULL
GB50845	GB17336
GB50846	GB11782
GB50847	GB17453
GB50848	GB15930
GB50849	GB15930
GB50850	GB19041
GB50851	GB13222
GB50852	GB12955
GB50853	GB11070
GB50854	GB16141
GB50856	GB12243
GB50857	GB18186
GB50858	GB18009
GB50860	NULL
GB50862	GB16367
GB50864	GB16859
GB50865	NULL
GB50866	GB19683
GB50867	GB10035
GB50868	NULL
GB50869	GB16992
GB50870	GB15006
GB50871	GB14629
GB50872	GB10781
GB50873	GB12284
GB50874	GB18560
GB50875	GB11723
GB50876	NULL
GB50877	GB15069
GB50878	GB16927
GB50880	GB12210
GB50881	NULL
GB50882	GB14740
GB50883	GB14740
GB50885	GB17058
GB50886	GB16954
GB50887	NULL
GB50888	NULL
GB50889	GB15875
GB50890	GB19862
GB50891	GB14105
GB50892	NULL
GB50893	NULL
GB50897	GB10945
GB50898	GB12901
GB50899	NULL
GB50900	GB12901
GB50901	GB14125
GB50902	GB14798
GB50903	NULL
GB50904	NULL
GB50905	NULL
GB50906	NULL
GB50907	NULL
GB50908	NULL
GB50909	NULL
GB50911	NULL
GB50912	NULL
GB50914	NULL
GB50915	NULL
GB50916	NULL
GB50917	GB12230
GB50918	GB17699
GB50919	NULL
GB50920	GB10304
GB50921	GB17620
GB50922	GB17620
GB50923	GB10887
GB50924	GB10889
GB50925	GB17749
GB50927	GB18307
GB50928	GB10521
GB50929	GB18251
GB50930	GB17030
GB50931	GB17030
GB50932	GB14169
GB50933	GB19895
GB50934	GB11016
GB50935	GB16474
GB50936	GB16894
GB50937	GB15866
GB50938	GB17791
GB50939	NULL
GB50940	NULL
GB50941	GB18295
GB50942	GB17113
GB50943	GB17113
GB50944	GB18898
GB50945	NULL
GB50946	GB15342
GB50947	GB17676
GB50949	GB16144
GB50950	NULL
GB50951	NULL
GB50952	GB14214
GB50953	NULL
GB50954	NULL
GB50955	GB15464
GB50957	GB20063
GB50958	GB12855
GB50959	GB14838
GB50960	NULL
GB50961	NULL
GB50962	GB16085
GB50963	NULL
GB50964	NULL
GB50965	NULL
GB50966	GB15889
GB50967	NULL
GB50968	GB15774
GB50969	GB13039
GB50970	GB12956
GB50971	GB19753
GB50972	GB12960
GB50973	GB10563
GB50974	GB13229
GB50975	GB13229
GB50976	GB13229
GB50977	GB17923
GB50978	GB17516
GB50979	GB14289
GB50980	GB13556
GB50981	GB18703
GB50982	GB17779
GB50984	GB10004
GB50985	GB19837
GB50986	GB19977
GB50987	NULL
GB50988	NULL
GB50989	GB17343
GB50990	GB14829
GB50992	NULL
GB50993	GB13183
GB50994	NULL
GB50995	GB10832
GB50996	GB16593
GB50997	GB17317
GB50998	GB18851
GB50999	GB10504
GB51000	GB17862
GB51001	NULL
GB51002	GB10377
GB51003	NULL
GB51004	GB11542
GB51005	GB13955
GB51007	NULL
GB51008	GB15480
GB51009	GB16452
GB51010	NULL
GB51011	NULL
GB51012	NULL
GB51013	GB17086
GB51014	GB11451
GB51015	GB19295
GB51016	NULL
GB51018	NULL
GB51019	GB12248
GB51025	NULL
GB51029	GB11390
GB51030	NULL
GB51031	GB11189
GB51032	NULL
GB51033	GB10292
GB51034	NULL
GB51035	GB10179
GB51036	GB20041
GB51037	GB14843
GB51038	GB12633
GB51039	NULL
GB51040	GB10811
GB51041	GB13445
GB51042	GB15172
GB51043	GB18459
GB51044	GB18080
GB51045	GB10504
GB51046	GB19456
GB51047	GB19441
GB51048	GB18384
GB51049	NULL
GB51050	GB17653
GB51051	GB19043
GB51052	NULL
GB51053	NULL
GB51054	NULL
GB51055	GB11513
GB51056	GB17555
GB51057	NULL
GB51058	GB17555
GB51059	GB17555
GB51060	GB11750
GB51061	GB17343
GB51062	GB17343
GB51063	GB11112
GB51064	GB18142
GB51065	GB15443
GB51066	GB12667
GB51067	NULL
GB51068	NULL
GB51069	GB14266
GB51070	GB12178
GB51071	GB14849
GB51072	GB19305
GB51073	GB10327
GB51074	GB10327
GB51075	NULL
GB51076	NULL
GB51077	NULL
GB51078	GB15871
GB51079	GB11815
GB51080	GB12483
GB51081	GB15542
GB51082	NULL
GB51083	NULL
GB51084	GB14445
GB51085	NULL
GB51086	NULL
GB51087	GB11414
GB51088	GB14673
GB51089	GB30104
GB51090	GB30104
GB51091	GB30104
GB51092	GB18143
GB51093	GB11306
GB51094	NULL
GB51095	GB10211
GB51096	NULL
GB51098	NULL
GB51099	NULL
GB51102	NULL
GB51103	GB19321
GB51104	GB17792
GB51105	NULL
GB51106	GB19410
GB51107	NULL
GB51108	NULL
GB51109	NULL
GB51110	GB13551
GB51111	GB14960
GB51112	GB10399
GB51113	GB16829
GB51114	GB16829
GB51115	GB16829
GB51116	GB11016
GB51117	GB11016
GB51118	GB13641
GB51119	GB16907
GB51120	GB19147
GB51121	GB19655
GB51122	NULL
GB51123	GB11042
GB51124	GB13534
GB51125	GB11572
GB51126	NULL
GB51127	NULL
GB51128	GB17620
GB51129	GB19432
GB51130	NULL
GB51132	GB13942
GB51133	GB15775
GB51134	GB11839
GB51135	NULL
GB51136	NULL
GB51137	NULL
GB51138	GB12655
GB51139	GB12655
GB51141	GB12655
GB51142	NULL
GB51143	GB17886
GB51144	NULL
GB51146	NULL
GB51147	NULL
GB51148	GB14950
GB51149	GB14950
GB51150	NULL
GB51151	NULL
GB51152	NULL
GB51153	NULL
GB51154	NULL
GB51155	GB17772
GB51158	GB10516
GB51159	GB12720
GB51160	NULL
GB51161	NULL
GB51162	NULL
GB51163	GB18299
GB51164	NULL
GB51165	GB17017
GB51166	GB15875
GB51167	GB16350
GB51168	GB16350
GB51169	NULL
GB51172	NULL
GB51173	NULL
GB51174	GB16927
GB51176	NULL
GB51177	NULL
GB51178	GB30169
GB51179	NULL
GB51180	NULL
GB51181	NULL
GB51182	NULL
GB51183	GB12791
GB51184	NULL
GB51185	NULL
GB51186	GB19150
GB51187	GB15142
GB51188	GB15142
GB51189	GB11660
GB51190	GB14492
GB51191	GB10385
GB51192	GB13508
GB51193	NULL
GB51194	NULL
GB51195	GB12001
GB51196	NULL
GB51197	GB10154
GB51198	GB16752
GB51199	GB13860
GB51200	GB13860
GB51201	GB15605
GB51202	NULL
GB51204	GB11246
GB51205	NULL
GB51206	GB30388
GB51207	GB12244
GB51208	NULL
GB51209	GB15703
GB51210	GB15077
GB51211	NULL
GB51212	NULL
GB51213	GB20141
GB51214	GB16881
GB51215	NULL
GB51216	NULL
GB51218	NULL
GB51219	GB11009
GB51220	GB10997
GB51221	GB17837
GB51222	GB17837
GB51223	GB17538
GB51224	GB14140
GB51225	NULL
GB51226	GB16210
GB51230	NULL
GB51231	GB18215
GB51232	NULL
GB51233	NULL
GB51234	NULL
GB51235	NULL
GB51236	GB15513
GB51237	GB18549
GB51238	GB11596
GB51241	NULL
GB51242	GB18256
GB51243	GB19678
GB51244	NULL
GB51245	NULL
GB51246	GB14508
GB51247	GB19345
GB51248	NULL
GB51249	GB14916
GB51250	GB14916
GB51251	GB15496
GB51252	GB14553
GB51253	GB14553
GB51254	GB10241
GB51255	NULL
GB51256	GB15090
GB51257	GB14171
GB51258	GB12262
GB51259	NULL
GB51260	NULL
GB51261	GB17938
GB51262	GB16995
GB51263	GB16995
GB51264	GB19930
GB51265	NULL
GB51267	NULL
GB51268	NULL
GB51269	NULL
GB51270	NULL
GB51271	NULL
GB51272	NULL
GB51273	GB13307
GB51274	NULL
GB51275	GB10363
GB51276	GB18207
GB51277	GB10024
GB51278	GB10024
GB51279	GB12831
GB51280	GB12831
